Class ID,class,order,family,genus,species,image count,Geographical Spread,Role in Ecosystem,Size Distribution
700,Insecta,Lepidoptera,Erebidae,Halone,sejuncta,549,Enter comma separated list of top 5 places where this insect is found,"Classify this insect into pest, predator, pollinator, parasitoid, decomposer, Indicator species, Invasive species",Enter size in millimeter when the insect is adult
701,Insecta,Lepidoptera,Erebidae,Halysidota,tessellaris,10848,"United States, Canada, Mexico, Guatemala, Honduras",Pollinator,Approximately 35-45 millimeters in wingspan
702,Insecta,Lepidoptera,Erebidae,Halysidota,harrisii,2485,"Eastern United States, Canada, North Carolina, Georgia, Florida",Pest,Approximately 30-40 millimeters
703,Insecta,Lepidoptera,Erebidae,Haploa,clymene,2002,"Eastern North America, Southeastern Canada, Northeastern Mexico, Eastern United States, Central United States",Pollinator,Approximately 45-50 millimeters
704,Insecta,Lepidoptera,Erebidae,Haploa,lecontei,640,"Eastern North America, Midwest of the United States, Southern Canada, Northeastern United States, Appalachian region",Pollinator,Approximately 35-50 mm in wingspan
705,Insecta,Lepidoptera,Erebidae,Haploa,confusa,720,"Eastern North America, United States, Canada, Georgia, Ontario, Wisconsin",Pollinator,Approximately 35-50 mm wing span
706,Insecta,Lepidoptera,Erebidae,Hypena,manalis,441,Enter a comma-separated list of the top 5 places where this insect is found,"Classify this insect into one of the following categories: pest, predator, pollinator, parasitoid, decomposer, indicator species, or invasive species.",Enter size in millimeters when the insect is an adult
707,Insecta,Lepidoptera,Erebidae,Hypena,bijugalis,440,"United States, Canada, Mexico, Costa Rica, Panama",,Wingspan is approximately 25 to 35 millimeters
708,Insecta,Lepidoptera,Erebidae,Hypena,deceptalis,342,"North America, particularly in the Northeastern United States and Eastern Canada",,Wing span approximately 25-30 mm
709,Insecta,Lepidoptera,Erebidae,Hypena,madefactalis,647,"United States, Canada, Mexico, Guatemala, Honduras",,Wing span approximately 25-30 mm
710,Insecta,Lepidoptera,Erebidae,Hypena,abalienalis,421,"Eastern North America, Southeastern Canada, Northeastern United States, Florida, Texas",Pollinator,Wingspan approx. 28–35 mm
711,Insecta,Lepidoptera,Erebidae,Hypena,proboscidalis,1638,"United Kingdom, Germany, Denmark, Sweden, France",Predator,23-28 millimeters (wingspan)
712,Insecta,Lepidoptera,Erebidae,Hypena,baltimoralis,1765,"United States, Canada, Mexico, Costa Rica, Panama",Pollinator,20-25 mm
713,Insecta,Lepidoptera,Erebidae,Hypena,scabra,11075,"United States, Canada, Mexico, Costa Rica, Panama",Pest,Approximately 20-25 millimeters
714,Insecta,Lepidoptera,Erebidae,Hypena,palparia,710,"Northeastern United States, Southeastern Canada, Alabama, Florida, Texas",Insect - with a clarification needed for its specific ecological role as available data is limited.,Wingspan approximately 25-35 millimeters when the insect is adult
715,Insecta,Lepidoptera,Erebidae,Hypercompe,oslari,204,"Southwestern United States, Mexico",,Approximately 90-100 mm in wingspan
716,Insecta,Lepidoptera,Erebidae,Hypercompe,scribonia,8257,"United States, Mexico, Southern Canada, Northeastern South America, Central America",Pollinator,63-89 millimeters when the insect is adult
717,Insecta,Lepidoptera,Erebidae,Hyphantria,cunea,8776,"North America, Europe, Asia, South America, Africa",Pest,20 to 34 millimeters
718,Insecta,Lepidoptera,Erebidae,Hypoprepia,fucosa,3940,"United States, Canada, Mexico, Guatemala, Costa Rica",Decomposer,17-30 mm
719,Insecta,Lepidoptera,Erebidae,Hypoprepia,miniata,634,"United States, Canada, Mexico, Guatemala, Costa Rica",Decomposer,15-35 mm
720,Insecta,Lepidoptera,Erebidae,Hypsoropha,hormos,512,Enter comma-separated list of top 5 places where this insect is found,"Classifier this insect into pest, predator, pollinator, parasitoid, decomposer, Indicator species, Invasive species",Enter size in millimeters when the insect is an adult
721,Insecta,Lepidoptera,Erebidae,Idia,rotundalis,495,"Eastern North America, Florida, North Carolina, New Jersey, Massachusetts, Ontario",Decomposer,Approximately 18-22 millimeters
722,Insecta,Lepidoptera,Erebidae,Idia,lubricalis,1164,"United States, Canada, Mexico, Cuba, The Bahamas",Decomposer,approx 18-25 mm
723,Insecta,Lepidoptera,Erebidae,Idia,aemula,5083,"United States, Canada, Northern Mexico, Great Lakes region, New England",Decomposer,18-25 mm (adult wingspan)
724,Insecta,Lepidoptera,Erebidae,Idia,americalis,3904,"United States, Canada, Mexico, Costa Rica, Guatemala",Decomposer,Approximately 16-23 mm in wingspan
725,Insecta,Lepidoptera,Erebidae,Isogona,tenuis,933,Enter comma separated list of top 5 places where this insect is found,"Classify this insect into one of the following: pest, predator, pollinator, parasitoid, decomposer, indicator species, invasive species",Enter size in millimeter when the insect is adult
726,Insecta,Lepidoptera,Erebidae,Lascoria,ambigualis,1696,"North America, Canada, Mexico, United States, Northeastern regions",,Wingspan of approximately 23-27 millimeters
727,Insecta,Lepidoptera,Erebidae,Laspeyria,flexula,624,"Europe, Russia, Central Asia, China, Japan",Decomposer,18-22 mm wingspan
728,Insecta,Lepidoptera,Erebidae,Leucoma,salicis,896,"Europe, Asia, North America, particularly North-eastern United States, Canada",Pest,Approximately 25 to 35 millimeters in wingspan when the insect is adult
729,Insecta,Lepidoptera,Erebidae,Lithosia,quadra,1183,"Europe, Russia, Central Asia, China, Japan",Decomposer,30-35 mm
730,Insecta,Lepidoptera,Erebidae,Lophocampa,argentata,1560,"United States, Canada, Mexico, Colombia, Venezuela",Pollinator,Approximately 35-45 millimeters in wingspan
731,Insecta,Lepidoptera,Erebidae,Lophocampa,maculata,5000,"United States, Canada, Mexico, North-Western Europe, Russia",Pest,Approximately 35-45 millimeters in wingspan
732,Insecta,Lepidoptera,Erebidae,Lophocampa,annulosa,377,Enter comma separated list of top 5 places where this insect is found,Pest,Enter size in millimeter when the insect is adult
733,Insecta,Lepidoptera,Erebidae,Lophocampa,caryae,7783,"Eastern North America, Ontario, Quebec, Nova Scotia, New England, Midwest",Pest,Approximately 30-45 mm in wingspan
734,Insecta,Lepidoptera,Erebidae,Lycomorpha,pholus,1049,"USA, Canada, Mexico, North Carolina, Florida",Pollinator,Approximately 18-30 mm in wingspan
735,Insecta,Lepidoptera,Erebidae,Lymantria,dispar,16882,"Europe, North America, Asia, Northern Africa, Australia",Pest,25-50 mm
736,Insecta,Lepidoptera,Erebidae,Lymantria,monacha,952,"Europe, Asia, parts of North Africa",Pest,Approximately 40-50 mm
737,Insecta,Lepidoptera,Erebidae,Melipotis,acontioides,767,"United States, Mexico, Central America, South America",Pollinator,Wingspan ranges from 45 to 55 millimeters
738,Insecta,Lepidoptera,Erebidae,Melipotis,jucunda,880,"Mexico, Texas, Costa Rica, Panama, Belize",,Not specified
739,Insecta,Lepidoptera,Erebidae,Melipotis,indomita,2520,Not specified,Not specified,Not specified
740,Insecta,Lepidoptera,Erebidae,Melipotis,cellaris,1182,"Mexico, Belize, Guatemala, Honduras, El Salvador","It is not well-documented if Melipotis cellaris serves as a pollinator, pest, or has another ecological role. More research is needed for a definitive classification.",Wingspan approximately 40-50 mm
741,Insecta,Lepidoptera,Erebidae,Metalectra,discalis,568,Enter comma separated list of top 5 places where this insect is found,Decomposer,Enter size in millimeter when the insect is adult
742,Insecta,Lepidoptera,Erebidae,Metria,amella,674,"United States, especially in Texas, Florida, and other southeastern states",,Wingspan of approximately 25-35 millimeters
743,Insecta,Lepidoptera,Erebidae,Miltochrista,miniata,803,"United Kingdom, France, Spain, Portugal, Italy",Decomposer,Approximately 30-38 millimeters in wingspan
744,Insecta,Lepidoptera,Erebidae,Mocis,marcida,559,"South America, Central America, the southern United States, the Antilles, Africa",Pest,Approximately 30-40 millimeters in wingspan
745,Insecta,Lepidoptera,Erebidae,Mocis,frugalis,652,"Australia, Southeast Asia, Africa, South America, Central America",Pest,Approximately 30-40 mm in wingspan
746,Insecta,Lepidoptera,Erebidae,Mocis,latipes,688,Enter comma-separated list of top 5 places where this insect is found,"Classify this insect into pest, predator, pollinator, parasitoid, decomposer, Indicator species, Invasive species",Enter size in millimeter when the insect is adult
747,Insecta,Lepidoptera,Erebidae,Nigetia,formosalis,480,"United States, Mexico, Central America, West Indies, South America",Pollinator,Wingspan approximately 22-28 mm
748,Insecta,Lepidoptera,Erebidae,Nyctemera,amicus,995,"Australia, New Zealand, Papua New Guinea, Solomon Islands, Vanuatu",Pollinator,Approximately 30-35 millimeters
749,Insecta,Lepidoptera,Erebidae,Nyctemera,adversata,668,"Philippines, Australia, Indonesia, New Guinea, Solomon Islands",Herbivore,Approximately 30 to 40 millimeters
750,Insecta,Lepidoptera,Erebidae,Nyctemera,baulus,842,"Taiwan, China, Japan, Thailand, Malaysia",Pollinator,Approximately 40-45 millimeters in wingspan
751,Insecta,Lepidoptera,Erebidae,Nyctemera,annulata,733,"Australia, New Zealand, Papua New Guinea, Solomon Islands, New Caledonia",Pollinator,Approximately 30-40 mm in wingspan
752,Insecta,Lepidoptera,Erebidae,Orgyia,detrita,1225,"Florida, Georgia, Alabama, South Carolina, Louisiana",Pest,Approximately 25-30 millimeters in wingspan
753,Insecta,Lepidoptera,Erebidae,Orgyia,vetusta,401,"California, Oregon, Washington, British Columbia, Nevada",Pest,Approximately 25-30 millimeters in wingspan
754,Insecta,Lepidoptera,Erebidae,Orgyia,postica,720,"Brazil, Peru, Mexico, Panama, Colombia",Pest,Approximately 30-40 millimeters
755,Insecta,Lepidoptera,Erebidae,Orgyia,leucostigma,6736,"United States, Canada, Mexico, Guatemala, Bermuda",Pest,Approximately 25-35 mm in wingspan for males
756,Insecta,Lepidoptera,Erebidae,Orgyia,definita,1309,"Eastern United States, Canada, Mexico, Central America, South America",Pest,Approximately 25-35 millimeters
757,Insecta,Lepidoptera,Erebidae,Orgyia,antiqua,2422,"Europe, Asia, North Africa, North America",Pest,"Approximately 30-35 millimeters in wingspan for males, females are wingless"
758,Insecta,Lepidoptera,Erebidae,Orvasca,subnotata,540,Enter comma separated list of top 5 places where this insect is found,pest,Enter size in millimeter when the insect is adult
759,Insecta,Lepidoptera,Erebidae,Palthis,angulalis,2836,"United States, Canada, Mexico, Puerto Rico, Costa Rica",Pest,18-25 mm
760,Insecta,Lepidoptera,Erebidae,Palthis,asopialis,3447,"United States, Canada, Mexico, Guatemala, and Belize",,The wingspan is approximately 20-25 mm.
761,Insecta,Lepidoptera,Erebidae,Pangrapta,decoralis,816,"Southeastern United States, Northeastern Mexico, North Carolina, Florida, Texas",,The wingspan is approximately 35-40 mm.
762,Insecta,Lepidoptera,Erebidae,Panopoda,carneicosta,1075,Enter comma separated list of top 5 places where this insect is found,"Classify this insect into one of the following: pest, predator, pollinator, parasitoid, decomposer, indicator species, invasive species",Enter size in millimeter when the insect is adult
763,Insecta,Lepidoptera,Erebidae,Panopoda,rufimargo,1752,"Southeastern United States, including Florida, Georgia, South Carolina, North Carolina, Alabama",,Wing span approximately 35-40 mm
764,Insecta,Lepidoptera,Erebidae,Pantydia,sparsa,492,Enter comma separated list of top 5 places where this insect is found,"Classify this insect into: pest, predator, pollinator, parasitoid, decomposer, Indicator species, Invasive species",Enter size in millimeter when the insect is adult
765,Insecta,Lepidoptera,Erebidae,Parallelia,bistriaris,1910,Enter comma separated list of top 5 places where this insect is found,"Classify this insect into pest, predator, pollinator, parasitoid, decomposer, Indicator species, Invasive species",Enter size in millimeter when the insect is adult
766,Insecta,Lepidoptera,Erebidae,Pareuchaetes,insulata,610,"Caribbean, Florida, Central America, South America, Hawaii",Pest,Not specified
767,Insecta,Lepidoptera,Erebidae,Perina,nuda,601,"India, China, Malaysia, Japan, Thailand",Pest,Approximately 40-50 mm in wing span
768,Insecta,Lepidoptera,Erebidae,Phalaenophana,pyramusalis,1472,"Eastern North America, New England, Southeastern Canada, The Great Lakes Region, The Southeast United States",,Approximately 25 to 35 millimeters in wingspan
769,Insecta,Lepidoptera,Erebidae,Phalaenostola,larentioides,873,"Eastern United States, Southeastern Canada, Nova Scotia, Ontario, Florida",,Approximately 12-15 mm in wingspan
770,Insecta,Lepidoptera,Erebidae,Philenora,aspectalella,512,Enter comma-separated list of top 5 places where this insect is found,,Enter size in millimeters when the insect is an adult
771,Insecta,Lepidoptera,Erebidae,Phoberia,atomaris,813,"United States, Canada, Mexico, Guatemala, Honduras",Pollinator,40-50 millimeters
772,Insecta,Lepidoptera,Erebidae,Phragmatobia,fuliginosa,3568,"Europe, North Asia, Northern Africa, Alaska, Northern Canada",Pollinator,Approximately 30-40 mm in wingspan
773,Insecta,Lepidoptera,Erebidae,Phyprosopus,callitrichoides,476,"United States, Mexico, Canada, Guatemala, Belize",,Approximately 25 to 35 mm
774,Insecta,Lepidoptera,Erebidae,Plusiodonta,compressipalpis,2296,Enter a comma-separated list of the top 5 places where this insect is found,"Classify this insect into categories such as pest, predator, pollinator, parasitoid, decomposer, indicator species, or invasive species",Enter size in millimeters when the insect is an adult
775,Insecta,Lepidoptera,Erebidae,Pyrrharctia,isabella,21859,"United States, Mexico, Canada, Central America, Southern United States",Decomposer,50-70 millimeters
776,Insecta,Lepidoptera,Erebidae,Renia,flavipunctalis,592,"United States, Mexico, Costa Rica, Panama, Venezuela",Decomposer,20-27 mm (wingspan)
777,Insecta,Lepidoptera,Erebidae,Rhapsa,scotosialis,628,"Australia, New Zealand, Fiji, Lord Howe Island, New Caledonia",,Wingspan approximately 20-25 mm
778,Insecta,Lepidoptera,Erebidae,Rivula,propinqualis,1527,"United Kingdom, France, Germany, Russia, Poland",Pest,18-24 mm
779,Insecta,Lepidoptera,Erebidae,Rivula,sericealis,1438,"Europe, North Africa, Asia Minor, Central Asia, India",Indicator species,Approximately 20-25 millimeters
780,Insecta,Lepidoptera,Erebidae,Scolecocampa,liburna,804,Not specified,,Not specified
781,Insecta,Lepidoptera,Erebidae,Scoliopteryx,libatrix,2475,"Europe, North Africa, Asia, North America",Indicator species,Approximately 30-35 mm in wingspan
782,Insecta,Lepidoptera,Erebidae,Selenisa,sueroides,360,"Brazil, Argentina, Uruguay, Paraguay, Bolivia",Pest,Approximately 40-45 mm wingspan when the insect is adult
783,Insecta,Lepidoptera,Erebidae,Sphrageidus,similis,944,"Europe, Asia, North America, particularly in the Northern Hemisphere",Pest,Approximately 30-40 mm in wingspan
784,Insecta,Lepidoptera,Erebidae,Spilosoma,curvata,648,"Australia, Tasmania, New South Wales, Victoria, Queensland",Pollinator,Approximately 35-50 millimeters
785,Insecta,Lepidoptera,Erebidae,Spilosoma,congrua,777,"United States, Canada, Mexico, parts of Central America, North America",Pollinator,Approximately 35-50 millimeters in wingspan
786,Insecta,Lepidoptera,Erebidae,Spilosoma,virginica,5048,"United States, Canada, Northern Mexico, Eastern North America, Southeastern United States",Pollinator,Approximately 35-50 millimeters
787,Insecta,Lepidoptera,Erebidae,Spilosoma,lutea,992,"United Kingdom, Sweden, France, Poland, Germany",Pollinator,30-42 millimeters
788,Insecta,Lepidoptera,Erebidae,Spilosoma,lubricipeda,1608,"United Kingdom, Denmark, Sweden, Finland, Russia",Pollinator,30-48
789,Insecta,Lepidoptera,Erebidae,Syntomeida,epilais,1312,"Southern United States, Mexico, Central America, Caribbean, Northern parts of South America",Pest,30-45 millimeters
790,Insecta,Lepidoptera,Erebidae,Syntomoides,imaon,764,Enter comma separated list of top 5 places where this insect is found,"Classify this insect into pest, predator, pollinator, parasitoid, decomposer, Indicator species, Invasive species",Enter size in millimeter when the insect is adult
791,Insecta,Lepidoptera,Erebidae,Tetanolita,mynesalis,1584,"Eastern United States, Southeastern Canada, Northeastern Mexico, Costa Rica, Venezuela",Decomposer,Wingspan approximately 25-30 mm
792,Insecta,Lepidoptera,Erebidae,Trigonodes,hyppasia,512,"Australia, Papua New Guinea, Southeast Asia, India, Africa",Pest,20-30 mm (wingspan)
793,Insecta,Lepidoptera,Erebidae,Tyria,jacobaeae,6282,"Europe, North Africa, Asia, New Zealand, Australia, North America",Pest,30-45 mm wingspan as an adult
